breeder,current_owner,reg_no,name,dob,dod,sex,sire,dam,notes,image,min_milk_yield,max_milk_yield,avg_milk_yield,height_to_withers,first_prize,second_prize,third_prize
Jinglejoys,,OE000236,Jinglejoys Nygela,29/06/09,,female,Jinglejoys Sard,Jinglejoys Nuisance,,,,,,,False,False,False
Jinglejoys,,OE000067,Jinglejoys Nymph,18/01/2005,,female,Jinglejoys Saturn,Jinglejoys Nightingale,Tan/White.  Botte reared,,,,,,False,False,False
Jinglejoys,,OE000103,Jinglejoys SweetSuprise,02/07/2005,,female,Jinglejoys Neptune,Sweetrose of Jinglejoys,Fawn/white longcoat--2nd kidding of 2005,,,,,,False,False,False
Jinglejoys,,OE000020,Jinglejoys Tapestry,08/03/2002,,female,Jinglejoys Blue Moon,Jinglejoys Taffitina,,,,,,,False,False,False
Jinglejoys,,OE000101,Jinglejoys Tiara,25/03/2006,,female,Jinglejoys Adam,Jinglejoys Taffitina,Good bone.  Welsh black and white markings. Worth watching,,,,,,False,False,False
Jinglejoys,,OE000280,Jinglejoys Tiffiny,10/03/12,,female,Jinglejoys Magna,Jinglejoysd Tabitha,,,,,,,False,False,False
Jinglejoys,,OE000321,Jinglejoys Tipsy,09/03/12,,female,Jinglejoys Nobelium,Jinglejoys Taffetina,,,,,,,False,False,False
Jinglejoys,,OE000058,Jinglejoys Titan,02/02/2005,,male,Jinglejoys Saturn,Jinglejoys Tapestry,Fawn/White,,,,,,False,False,False
Jinglejoys,,OE000346,Jinglejoys Tuppence,08/06/14,,female,Jinglejoys Nutcracker,Jinglejoys Tipsy,,,,,,,False,False,False
Jinglejoys,,OE000023,Jinglejoys Verity,15/02/2002,,female,Jinglejoys Blue Moon,Jinglejoys Vanity,,,,,,,False,False,False
Jonomi,,OE000269,Jonomi Basil,15/04/12,,male,Clarkshill Ted,Whernside Tabitha,,,,,,,False,False,False
Jonomi,,OE000270,Jonomi Bluebell,15/04/12,,female,Clarkshill Ted,Whernside Tabitha,,,,,,,False,False,False
Langham,,OE000087,Langham Amber,21/03/2006,,female,Boniface Oak,Anya of Langham,,,,,,,False,False,False
Jinglejoys,,OE000105,Jinglejoys Lilly,16/03/2004,,female,Jinglejoys Neptune,Jinglejoys Lucinda,Plain leggy blue/white smoothcoat,,,,,,False,False,False
Clarkshill,,OE000150,Mary of Clarkshill,unknown,,female,Cheviot feral,Cheviot feral,,,,,,,False,False,False
Talisman,,OE000141,McTavish of Talisman,2006,,male,Cheviot feral,Cheviot feral,"Believed to have been born 2006.  
Arrived at Roachburn House 28 Oct 2007",,,,,,False,False,False
Middlearth,,OE000304,Middlearth Apple,19/07/13,,female,Boniface Hansel,talisman Bramble,,,,,,,False,False,False
Middlearth,,OE000305,Middlearth Bracken,25/07/13,,male,Insufficient Data,Angrholm Fern,,,,,,,False,False,False
Middlearth,,OE000306,Middlearth Charlie,28/07/13,,male,Boniface Hansel,Whiterose Sally,,,,,,,False,False,False
Middlearth,,OE000319,Middlearth Cider,05/07/13,,female,Brynatine Gonkey,Clarkshill Edna,,,,,,,False,False,False
Middlearth,,OE000307,Middlearth Clive,13/07/13,,male,Whernside Wilfred,Watersedge Daisymay,,,,,,,False,False,False
Middlearth,,OE000309,Middlearth Derek,28/05/13,,male,Whernside Wilfred,Clarkshill Foxglove,,,,,,,False,False,False
Middlearth,,OE000311,Middlearth Domino,03/07/13,,male,Whernside Wilfred,Whernside Ruby,,,,,,,False,False,False
Middlearth,,OE000312,Middlearth Enya,06/07/13,,female,Whernside Wilfred,Middlearth Flower,,,,,,,False,False,False
Middlearth,,OE000313,Middlearth Eomer,29/04/13,,female,Brynatine Gonkey,Middlearth Eowen,,,,,,,False,False,False
Middlearth,,OE000246,Middlearth Eowen,01/04/11,,female,Clarkshill Littlebilly,Clarkshill Foxglove,,,,,,,False,False,False
Middlearth,,OE000249,Middlearth Florence,30/06/11,,female,Clarkshill Harry,Talisman Gertrude,,,,,,,False,False,False
Middlearth,,OE000283,Middlearth Flower,04/12,,female,Clarkshill Harry,Talisman Pennyroyal,,,,,,,False,False,False
Middlearth,,OE000284,Middlearth Galadriel,,,female,Boniface Hansel(EGBA),Talisman Tilia,,,,,,,False,False,False
Middlearth,,OE000314,Middlearth George,01/07/13,,male,Whernside Yuri,Middlearth Rebecca,,,,,,,False,False,False
Middlearth,,OE000310,Middlearth Iris,28/05/13,,female,Whernside Wilfred,Clarkshill Foxglove,,,,,,,False,False,False
Middlearth,,OE000315,Middlearth Louis,02/07/13,,male,Whernside Yuri,Talisman Tilia,,,,,,,False,False,False
Middlearth,,OE000316,Middlearth Panda,03/07/13,,male,Whernside Wilfred,Whernside Ruby,,,,,,,False,False,False
Middlearth,,OE000308,Middlearth Raymond,13/07/13,,male,Whernside Wilfred,Watersedge Daisymay,,,,,,,False,False,False
Middlearth,,OE000245,Middlearth Rebecca,23/03/11,,female,Clarkshill Littlebilly,Clarkshill Janet,,,,,,,False,False,False
Middlearth,,OE000340,Middlearth Robbie,12/02/13,,male,Cheviot feral,Bella at Middlearth,,,,,,,False,False,False
Middlearth,,OE000320,Middlearth Rosie,05/07/13,,female,Brynatine Gonkey,Clarkshill Edna,,,,,,,False,False,False
Middlearth,,OE000317,Middlearth Rupert,09/07/13,,male,Brynatine Gonkey,Watersedge Magpie,,,,,,,False,False,False
Middlearth,,OE000318,Middlearth Sidney,25/05/13,,male,Whernside Zebedee,Wickenlees Dolly,,,,,,,False,False,False
Talisman,,OE000001,Molly of Talisman,01/03/1999,,female,Feral,Feral,"Discovered among a flock of sheep  in the Hawick area of Scotland.  Rescued by Molly Laing then adopted.
Height and weight on 16 Aug 04 - 24.5""/37.5kg",,,,,,False,False,False
Blackthorn,,UK2,Naomi of Blackthorn,,,female,Insufficient Data,Insufficient Data,,,,,,,False,False,False
Whernside,,OE000149,Newton of Whernside,unknown,,male,Cheviot feral,Cheviot feral,,,,,,,False,False,False
,,OE000121,Whether OE000121,29/03/2007,,male,Talisman Jakob,Roachburn Marigold,,,,,,,False,False,False
Jinglejoys,,OE000018,Pearl of Jinglejoys,,,female,Cheviot Feral,Cheviot Feral,Born 1998 approx,,,,,,False,False,False
Pelydryn,,OE000073,Pelydryn Tudor King,11/12/2005,,male,Cappanuke Marmaduke,Cappanuke Cadette,Born 1630 out of Cadette by Chuffy,,,,,,False,False,False
Pendle,,OE000126,Pendle Poppy,17/03/2007,,female,Talisman Tormentil,Whernside Fanny,,,,,,,False,False,False
Pendle,,OE000127,Pendle Rose,17/03/2007,,female,Talisman Tormentil,Whernside Fanny,,,,,,,False,False,False
Pendle,,OE000125,Pendle Violet,30/03/2007,,female,Talisman Tormentil,Whernside Jessie,,,,,,,False,False,False
Penwood,,OE000244,Penwood Seren,14/04/11,,female,Wickenlees Jim,Wickenlees Dolly,,,,,,,False,False,False
Rumworth,,OE000339,Rumworth Elsie,18/06/15,,female,Clarkshill Sam,Wickenlees Pearl,,,,,,,False,False,False
Rumworth,,OE000338,Rumworth Ruby,13/06/15,,female,Clarkshill Sam,Wickenlees Bella,,,,,,,False,False,False
Clarkshill,,OE000163,Clarkshill Sam' s twin,04/08,,male,George of Clarkshill,Clarkshill Dot,,,,,,,False,False,False
Savalmhor,,OE000184,Savalmhor Hilda,23/02/08,,female,Talisman Jakob,Clarkshill Bev,,,,,,,False,False,False
Savalmhor,,OE000183,Savalmhor Maggie,03/03/08,,female,Talisman Jakob,Clarkshill Joy,,,,,,,False,False,False
Savalmhor,,OE000182,Savalmhor Molly,03/03/08,,female,Talisman Jakob,Clarkshill Joy,,,,,,,False,False,False
Sharabek,,OE000090,Sharabek Addison,03/04/2006,,male,Cappanuke Lucius,Cappanuke Shona,"Out of Shona by Luke - third nipple
5 Oct 06 - Health check - 3rd nipple has been re-absorbed
Failed to put on height.  Sex drive non-existant.  Looking cute not enough reason to keep him going",,,,,,False,False,False
Sharabek,,OE000091,Sharabek Berty,06/04/2006,,male,Cappanuke Lucius,Cappanuke Ruth,Out of Ruth by Luke,,,,,,False,False,False
Sharabek,,OE000079,Sharabek Brandy,04/01/2006,,male,Cappanuke Marmaduke,Cappanuke Gillian,Out of  Gill by Cuffy,,,,,,False,False,False
Sharabek,,OE000096,Sharabek Charlie,15/05/2006,,male,Cappanuke Lucius,Crescendo of Cappanuke,Out of Noisy by Luke,,,,,,False,False,False
Sharabek,,OE000078,Sharabek Holly,24/12/2005,,female,Cappanuke Marmaduke,Cappanuke Jane,"Born @1000 out of C. Jane by Chuffy
Broke Leg - 3 Apr 06",,,,,,False,False,False
Sharabek,,OE000095,Sharabek May,01/05/2006,,female,Cappanuke Lucius,Clare of Cappanuke,Out of Clare by Luke,,,,,,False,False,False
Sharabek,,OE000144,Sharabek Millie,19/03/2008,,female,Sharabek Charlie,Cappanuke Miranda,,,,,,,False,False,False
Sharabek,,OE000088,Sharabek Molly,27/03/2006,,female,Cappanuke Lucius,Cappanuke Hannah,"Out of Hannah by Luke
Tag 508435-012 replaced by 508033-118
Found dead - strangled in hay rack",,,,,,False,False,False
Sharabek,,OE000285,Sharabek Ruth,05/05/08,,female,Sharabek Charlie,Sharabek May,,,,,,,False,False,False
Sharabek,,OE000089,Sharabek Tommy,27/03/2006,,male,Cappanuke Lucius,Cappanuke Hannah,Out of Hannah by Luke,,,,,,False,False,False
Sibthorpe,,OE000169,Sibthorpe Conker,14/03/00,,female,Makepeace Poins,Sherwood Jacqui,,,,,,,False,False,False
Sibthorpe,,OE000168,Sibthorpe Whitby,14/03/00,,female,Makepeace Poins,Sherwood Jacqui,,,,,,,False,False,False
Sinne,,OE000052,Sinne Knight,01/05/2005,,male,Eshlaude Cam,Cappanuke Alice,Poor temperament,,,,,,False,False,False
Sinne,,OE000053,Sinne May,01/05/2005,,female,Eshlaude Cam,Cappanuke Alice,,,,,,,False,False,False
Jinglejoys,,OE000019,Smoke of Jinglejoys,,,female,Cheviot Feral,Cheviot Feral,Born 1999 approx,,,,,,False,False,False
Talisman,,OE000135,Talisman Annie,19/05/2007,,female,Talisman Jakob,Talisman Angelica,Sold to Margaret Silcock.  Killed on railway line.,,,,,,False,False,False
Talisman,,OE000300,Talisman Aspen,12/06/13,,female,Clarkshill Archie,Talisman Poplar,,,,,,,False,False,False
Talisman,,OE000202,Talisman Bramble,18/06/09,,female,Clarkshill Archie,Talisman Daisy,,,,,,,False,False,False
Talisman,,OE000071,Talisman Daisy,01/07/2005,,female,Talisman Polestar,Roachburn Marigold,,,,,,,False,False,False
Talisman,,OE000120,Talisman Edward,29/03/2007,,male,Talisman Jakob,Roachburn Marigold,,,,,,,False,False,False
Talisman,,OE000200,Talisman Felicity,13/04/09,,female,Clarkshill David,Talisman Tansy,dead,,,,,,False,False,False
Talisman,,OE000201,Talisman Florence,13/04/09,,female,Clarkshill David,Talisman Tansy,,,,,,,False,False,False
Talisman,,OE000124,Talisman Gertrude,30/03/2007,,female,Talisman Jakob,Talisman Daisy,,,,,,,False,False,False
Talisman,,OE000123,Talisman Goliath,30/03/2007,,male,Talisman Jakob,Talisman Daisy,slaughtered,,,,,,False,False,False
Talisman,,OE000032,Talisman Ilex,18/03/2004,,male,Roachburn Kelvin,Talisman Hedera,,,,,,,False,False,False
Talisman,,OE000072,Talisman Jakob,10/07/2005,,male,Roachburn Kelvin,Molly of Talisman,Formally known as Meatpie,,,,,,False,False,False
Talisman,,OE000117,Talisman Kandytuft,23/03/2007,,female,Talisman Jakob,Talisman Periwinkle,"Breeders Comments:  None Printable!
2/7/7: Reported possibilty of a double teat - to be monitored",,,,,,False,False,False
Talisman,,OE000250,Talisman Noah,15/04/11,,male,Brynatine Gonkey,Talisman Kandytuft,culled,,,,,,False,False,False
Talisman,,OE000262,Talisman Pearl,15/04/11,,female,Brynatine Gonkey,Talisman Kandytuft,,,,,,,False,False,False
Talisman,,OE000203,Talisman Pennyroyal,15/08/09,,female,Clarkshill Archie,Talisman Gertrude,,,,,,,False,False,False
Talisman,,OE000002,Talisman Polestar,28/03/2004,,male,Roachburn Kelvin,Molly of Talisman,,,,,,,False,False,False
Talisman,,OE000251,Talisman Poplar,15/04/11,,female,Brynatine Gonkey,Talisman Tansy,,,,,,,False,False,False
Talisman,,OE000031,Talisman Rainbow,24/03/2004,,female,Roachburn Kelvin,Talisman Periwinkle,,,,,,,False,False,False
Talisman,,OE000122,Talisman Rosie,29/03/2007,,female,Talisman Jakob,Roachburn Marigold,To Eden ostrich World via CP,,,,,,False,False,False
Talisman,,OE000070,Talisman Rowan,01/07/2005,,female,Talisman Polestar,Roachburn Marigold,,,,,,,False,False,False
Talisman,,OE000050,Talisman Tansy,11/04/2005,,female,Talisman Polestar,Talisman Angelica,,,,,,,False,False,False
Talisman,,OE000252,Talisman Tilia,15/04/11,,female,Brynatine Gonkey,Talisman Tansy,,,,,,,False,False,False
Talisman,,OE000118,Talisman Timothy,28/03/2007,,male,Talisman Jakob,Talisman Tansy,"TER,CP,Eden Ostrich world",,,,,,False,False,False
Talisman,,OE000051,Talisman Tormentil,11/04/2005,,male,Talisman Polestar,Talisman Angelica,,,,,,,False,False,False
Talisman,,OE000119,Talisman Zerna,28/03/2007,,female,Talisman Jakob,Talisman Tansy,,,,,,,False,False,False
Whernside,,OE000162,triplet,02/04/08,,male,George of Clarkshill,Whernside Edna,died very young,,,,,,False,False,False
Cappanuke,,OE000010,Tufty of Cappanuke,01/03/2003,,male,Galloway Feral,Galloway Feral,"Arrived on 19 April from  Galloway Goat Park before cull.
Nice looking male who failed to full domesticate and integrate with pack.  Too rough with in season nannies
Put down - showing signs of instability and attacking nannies.",,,,,,False,False,False
Watersedge,,UK1,Watersedge Bobbie,07/07/11,,male,Clarkshill Harry,Clarkshill Edna,,,,,,,False,False,False
Watersedge,,OE000248,Watersedge Daisymay,04/05/11,,female,Clarkshill Sam,Whernside Ruby,,,,,,,False,False,False
Watersedge,,OE000247,Watersedge Magpie,04/05/11,,female,Clarkshill Sam,Whernside Ruby,,,,,,,False,False,False
Whernside,,OE000044,Whernside 01,16/03/2005,,female,Clarkshill Jack,Whernside Beatrice,Still born.  Standard eelstripe colouring with strong plimsoll line.,,,,,,False,False,False
Whernside,,OE000286,Whernside Bertie,13/04/13,,male,Clarkshill Ted,Whernside Sophie,,,,,,,False,False,False
Whernside,,OE000151,Whernside Edna,21/06/98,,female,Hollinhey Humphrey,Whernside Beatrice,EGBA- B1597,,,,,,False,False,False
Whernside,,OE000341,Whernside Edward,04/05/15,,male,Middlearth Robbie,Whernside Vera,,,,,,,False,False,False
Whernside,,OE000176,Whernside Fanny,28/04/99,,female,Linjen Ronan,Whernside Dolly,,,,,,,False,False,False
Whernside,,OE000157,Whernside Hilda,08/04/01,,female,Linjen Ronan,Whernside Fanny,EGBA-B1757,,,,,,False,False,False
Whernside,,OE000042,Whernside Ida,09/03/2005,,female,Clarkshill Jack,Whernside Hilda,"Standard blackbelly/black wellies version, no white markings lovely back legs and lots of spunk.  Ears too long, all set to have foul temperament of her mother, tho at least cuddly.  Will register with EGBA too",,,,,,False,False,False
Whernside,,OE000092,Whernside Katie,15/04/2006,,female,Talisman Tormentil,Whernside Ida,Jet black with white crescent topknot,,,,,,False,False,False
Whernside,,OE000179,Whernside Leonard,28/03/03,,male,Linjen Ronan,Cottage Primrose,,,,,,,False,False,False
Whernside,,OE000115,Whernside Lucy,05/03/2007,,female,Talisman Tormentil,Whernside Hilda,,,,,,,False,False,False
Whernside,,OE000128,Whernside Meg,25/05/2007,,female,Talisman Rowan,Whernside Katie,"Standard eel-stripe pattern on a rather dark fawn at birth.
Bright leg markings",,,,,,False,False,False
Whernside,,OE000129,Whernside Nellie,25/05/2007,,female,Talisman Rowan,Whernside Katie,"Splodge of white on her face and some white spots on  flanks, also dark fawn            
Bright leg markings",,,,,,False,False,False
Whernside,Templeton,OE000142,Whernside Olivia,11/04/2008,,female,Newton of Whernside,Whernside Lucy,,,,,,,False,False,False
Whernside,,OE000016,Whernside Oscar,,,male,Linjen Ronan,Whernside Beatrice,Born 2003.  Extra teat.,,,,,,False,False,False
Whernside,,OE000045,Whernside Patrick,19/03/2005,,male,Clarkshill Jack,Cottage Paeony,"One of twins, large and lusty, black-belly version.",,,,,,False,False,False
Whernside,,OE000143,Whernside Penny,15/04/2008,,female,Newton of Whernside,Whernside Nellie,,,,,,,False,False,False
Whernside,,OE000228,Whernside Quean,07/04/09,,female,Newton of Whernside,Whernside Nellie,,,,,,,False,False,False
Whernside,,OE000046,Whernside Quentin,19/03/2005,,male,Clarkshill Jack,Cottage Paeony,"One of twins. Half-sized, rejected by mother, possibly cerebral palsy? Put down yesterday after efforts to handrear produced no progress. A light, greyish, nice leg markings, only faint eelstripe.",,,,,,False,False,False
Whernside,,OE000048,Whernside Ronnie,29/03/2005,,male,Clarkshill Jack,Whernside Fanny,One of twins. Another blackbelly,,,,,,False,False,False
Whernside,,OE000229,Whernside Ruby,07/04/09,,female,Newton of Whernside,Whernside Nellie,,,,,,,False,False,False
Whernside,,OE000093,Whernside Sidney,15/04/2006,,male,Talisman Tormentil,Whernside Ida,Standard beige-with-eelstripe,,,,,,False,False,False
Whernside,Templeton,OE000221,Whernside Sophie,29/03/10,,female,Clarkshill Archie,Whernside Lucy,,,,,,,False,False,False
Whernside,,OE000223,Whernside Tabitha,31/05/10,,female,Clarkshill Sam,Whernside Hilda,,,,,,,False,False,False
Whernside,,OE000094,Whernside Tobias,22/04/2006,,male,Talisman Tormentil,Whernside Jessie,Standard beige with eelstripe but WHITE EARS,,,,,,False,False,False
Whernside,,OE000241,Whernside Unity,17/04/11,,female,Brynatine Gonkey,Whernside Sophie,,,,,,,False,False,False
Whernside,Templeton,OE000287,Whernside Vera,13/04/13,,female,Clarkshill Ted,Whernside Sophie,,,,,,,False,False,False
Whernside,,OE000222,Whernside Wilfred,29/03/10,,male,Clarkshill Archie,Whernside Lucy,,,,,,,False,False,False
Whernside,,OE000288,Whernside Winnie,04/05/13,,female,Clarkshill Ted,Whernside Olivia,,,,,,,False,False,False
Whernside,,OE000289,Whernside Xanthe,04/05/13,,female,Clarkshill Ted,Whernside Olivia,,,,,,,False,False,False
Whernside,,OE000327,Whernside Yolande,02/05/14,,female,Wickenlees Robert,Whernside Vera,,,,,,,False,False,False
Whernside,,OE000242,Whernside Yuri,29/03/11,,male,Clarkshill Archie,Whernside Olivia,,,,,,,False,False,False
Whernside,,OE000243,Whernside Zebedee,29/03/11,,male,Clarkshill Archie,Whernside Olivia,,,,,,,False,False,False
Whiterose,,OE000260,Whiterose Sally,03/04/11,,female,Whernside Wilfred,Talisman Florence,,,,,,,False,False,False
Wickenlees,,OE000148,Wickenlees 01/08,27/04/2008,,female,Whernside Sidney,Wickenlees Sheila,,,,,,,False,False,False
Wickenlees,,OE000276,Wickenlees Bella,17/04/12,,female,Clarkshill Ted,Wickenlees Elina,,,,,,,False,False,False
Wickenlees,,OE000147,Wickenlees Benjamin,27/04/2008,,male,Whernside Sidney,Wickenlees Sheila,,,,,,,False,False,False
Wickenlees,Wickenlees,OE000272,Wickenlees Bess,30/03/12,08/06/2018,female,Clarkshill Ted,Wickenlees Peggy,Died 08/06/2018,,,,,,False,False,False
Wickenlees,,OE000342,Wickenlees Bonnie,28/04/16,,female,Clarkshill Archie,Wickenlees Tina,,,,,,,False,False,False
Wickenlees,,OE w,Wickenlees Clyde,28/04/16,,male,Clarkshill Archie,Wickenlees Tina,,,,,,,False,False,False
Wickenlees,,OE000275,Wickenlees Daisy,02/04/12,,female,Clarkshill Ted,Talisman Annie,,,,,,,False,False,False
Wickenlees,,OE000216,Wickenlees Dolly,03/04/09,,female,Newton of Whernside,Wickenlees Jill,,,,,,,False,False,False
Wickenlees,,OE000278,Wickenlees Emma,21/04/12,,female,Clarkshill Ted,Wickenlees Jill,,,,,,,False,False,False
Wickenlees,,OE000328,Wickenlees Freda,10/04/15,,female,Clarkshill Sam,Wickenlees Emma,,,,,,,False,False,False
Wickenlees,,OE000224,Wickenlees Gemima,02/06/07,,female,Whernside Sidney,Wickenlees Bramble,,,,,,,False,False,False
Wickenlees,,OE000137,Wickenlees Jack,02/04/2007,,male,Whernside Sidney,Wickenlees Shelia,Black with long coat. Sold 2011,,,,,,False,False,False
Wickenlees,,OE000330,Wickenlees Jenny,20/05/15,,female,Clatkshill Sam,Wickenlees Milly,,,,,,,False,False,False
Wickenlees,,OE000136,Wickenlees Jill,02/04/2007,,female,Whernside Sidney,Wickenlees Shelia,Fair - eel stripe and white patches,,,,,,False,False,False
Wickenlees,,OE000238,Wickenlees Jim,9,,male,Whernside Sidney,Talisman Annie,?castrated,,,,,,False,False,False
Wickenlees,,OE000322,Wickenlees Lilly,11/04/14,,female,Clarkshill Sam,Wickenlees Blackie,,,,,,,False,False,False
Wickenlees,,OE000217,Wickenlees Milly,28/04/09,,female,Newton of Whernside,Wickenlees Sheila,,,,,,,False,False,False
Wickenlees,,OE000277,Wickenlees Pearl,18/04/12,,female,Clarkshill Ted,Wickenlees Sarah,,,,,,,False,False,False
Wickenlees,,OE000220,Wickenlees Peggy,18/05/10,,female,Clarkshill David,Wickenlees Sandy,,,,,,,False,False,False
Wickenlees,,OE000329,Wickenlees Penny,20/05/15,,female,Clarkshill Sam,Wickenlees Milly,,,,,,,False,False,False
Wickenlees,Templeton,OE000301,Wickenlees Robert,06/06/13,,male,Wickenlees Thomas,Wickenlees Millie,,,,,,,False,False,False
Wickenlees,,OE000225,Wickenlees Sandy,05/98,,female,Whernside Sidney,Wickenlees Violet,,,,,,,False,False,False
Wickenlees,,OE000218,Wickenlees Sarah,17/06/10,,female,Wickenlees Jack,Talisman Annie,,,,,,,False,False,False
Wickenlees,,OE000116,Wickenlees Sheila,,,female,Insufficient Data,Insufficient Data,"Approx 5 years old at registration 24/3/7.
Sire a Whernside billy obtained in 1996
Inspected by Thelma Rowell and Sheila Griffen",,,,,,False,False,False
Wickenlees,,OE000219,Wickenlees Thomas,19/04/10,,male,Clarkshill David,Wickenlees Gemima,,,,,,,False,False,False
Wickenlees,,OE000274,Wickenlees Tina,07/04/12,,female,Clarkshill Ted,Wickenlees Milly,,,,,,,False,False,False
Wickenlees,,OE000273,Wickenlees Tracy,07/04/12,,female,Clarkshill Ted,Wickenlees Milly,,,,,,,False,False,False
Wickenlees,,OE000146,Wickenlees William,27/04/2008,,male,Whernside Sidney,Wickenlees Sheila,,,,,,,False,False,False
Templeton,Templeton,OE000361,Lynton Flic of Templeton,2013,,female,Lynton Feral,Lynton Feral,gathered from the April 2017 Lynton Round-up. blue coloured nanny with black lower legs. faded white belly,Lynton_Flic_1.jpg,,,,24 Inches,False,False,False
Templeton,Templeton,OE000360,Lynton Lavender of Templeton,2013,,female,Lynton Feral,Lynton Feral,Gathered at the April 2017 Lynton Round-up. Blue nanny with nice belize facial markings and black & tan bi-coloured legs,Lynton_Lavender_1.jpg,,,,24 Inches,False,False,False
Templeton,Templeton,OE000359,Lynton Lucy of Templeton,2013,,female,Lynton Feral,Lynton Feral,Gathered at the April 2017 Lynton Roundup. Blue coloured nanny with darker coat than the other 3 lynton rehomes. hints of brown at the edge. nice belize facial markings and black & tan legs,Lynton_Lucy_1.jpg,,,,,False,False,False
Templeton,Templeton,OE000362,Lynton Lilly of Templeton,2013,,female,Lynton Feral,Lynton Feral,"Gathered at the April 2017 Lynton Round-up. Blue coloured nanny. belize facial markings, black & tan legs, long coat!",Lynton_Lilly_1.jpg,,,,,False,False,False
Whernside,Templeton,OE000357,Whernside Fergus,01/05/2017,,male,Hillgill Sambo,Whernside Sophie,Twin to Zuleika. Father is Black,,,,,,False,False,False
Whernside,Templeton,OE000358,Whernside Zuleika,01/05/2017,,female,Hillgill Sambo,Whernside Sophie,Twin to Fergus,,,,,,False,False,False
Whernside,Templeton,OE000377,Whernside Annie,14/05/2018,,female,Hillgill Sambo,Whernside Sophie,"Black female, from Black Sire.",,,,,,False,False,False
Whernside,Templeton,OE000378,Whernside Bessie,08/06/2018,,female,Hillgill Sambo,Whernside Olivia,Father is Black,,,,,,False,False,False
